ISBN;NAME;DESCRIPTION;AUTHOR;PUBLICATIONYEAR;IMAGEURLM;IMAGEURLL;PRICE;BOOKSAVAILABLE;RATING
3570300099;Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).;Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).;Sue Townsend;2002;http://images.amazon.com/images/P/3570300099.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3570300099.01.LZZZZZZZ.jpg;241.31939666310188;3;6.0
3596292646;Das Buch der l?¤cherlichen Liebe.;Das Buch der l?¤cherlichen Liebe.;Milan Kundera;2000;http://images.amazon.com/images/P/3596292646.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3596292646.01.LZZZZZZZ.jpg;177.0244040945812;1;2.8
0060977493;The God of Small Things;The God of Small Things;Arundhati Roy;1998;http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060977493.01.LZZZZZZZ.jpg;347.0169583107834;6;3.2964601769911503
0316602906;The Big Bad Wolf: A Novel;The Big Bad Wolf: A Novel;James Patterson;2003;http://images.amazon.com/images/P/0316602906.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316602906.01.LZZZZZZZ.jpg;218.75469690457737;6;3.466666666666667
0316693006;Four Blind Mice;Four Blind Mice;James Patterson;2002;http://images.amazon.com/images/P/0316693006.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316693006.01.LZZZZZZZ.jpg;497.8931300077534;8;4.114754098360656
0345311396;Private Screening;Private Screening;Richard North Patterson;1994;http://images.amazon.com/images/P/0345311396.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345311396.01.LZZZZZZZ.jpg;397.0364306644556;5;1.4821428571428572
0345378490;Congo;Congo;Michael Crichton;1995;http://images.amazon.com/images/P/0345378490.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg;47.05617527802897;9;2.46875
0345404793;Protect and Defend;Protect and Defend;Richard North Patterson;2001;http://images.amazon.com/images/P/0345404793.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345404793.01.LZZZZZZZ.jpg;127.05503634234405;4;2.7966101694915255
0345433173;The Tall Pine Polka;The Tall Pine Polka;Lorna Landvik;1999;http://images.amazon.com/images/P/0345433173.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0345433173.01.LZZZZZZZ.jpg;245.9383529911156;6;2.0714285714285716
0375400117;Memoirs of a Geisha;Memoirs of a Geisha;Arthur Golden;1997;http://images.amazon.com/images/P/0375400117.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375400117.01.LZZZZZZZ.jpg;34.39759845401596;0;4.710843373493976
0375705856;Plainsong (Vintage Contemporaries);Plainsong (Vintage Contemporaries);KENT HARUF;2000;http://images.amazon.com/images/P/0375705856.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375705856.01.LZZZZZZZ.jpg;407.51218736074696;6;3.301282051282051
0380717018;Body of Evidence (Kay Scarpetta Mysteries (Paperback));Body of Evidence (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1992;http://images.amazon.com/images/P/0380717018.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380717018.01.LZZZZZZZ.jpg;467.41735345492884;7;2.8
0380718332;All That Remains (Kay Scarpetta Mysteries (Paperback));All That Remains (Kay Scarpetta Mysteries (Paperback));Patricia D. Cornwell;1993;http://images.amazon.com/images/P/0380718332.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380718332.01.LZZZZZZZ.jpg;71.40244454616379;2;2.75
0380754509;The Case of the Lost Look-Alike (An Avon Camelot Book);The Case of the Lost Look-Alike (An Avon Camelot Book);Carol J. Farley;1988;http://images.amazon.com/images/P/0380754509.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380754509.01.LZZZZZZZ.jpg;247.9488955198352;1;0.0
038076654X;Petals on the River;Petals on the River;Kathleen E. Woodiwiss;1997;http://images.amazon.com/images/P/038076654X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/038076654X.01.LZZZZZZZ.jpg;367.40067749340807;6;2.0
0380807866;The Elusive Flame;The Elusive Flame;Kathleen E. Woodiwiss;1999;http://images.amazon.com/images/P/0380807866.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380807866.01.LZZZZZZZ.jpg;244.06041307987357;6;2.0344827586206895
0385316895;Legacy of Silence;Legacy of Silence;Belva Plain;1998;http://images.amazon.com/images/P/0385316895.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385316895.01.LZZZZZZZ.jpg;309.92442248867764;2;4.166666666666667
0385497466;The Brethren;The Brethren;JOHN GRISHAM;2000;http://images.amazon.com/images/P/0385497466.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg;41.42761094517211;9;3.0694444444444446
0385508042;The King of Torts;The King of Torts;John Grisham;2003;http://images.amazon.com/images/P/0385508042.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg;279.83138202319583;5;3.142857142857143
0385509456;The Curious Incident of the Dog in the Night-Time : A Novel;The Curious Incident of the Dog in the Night-Time : A Novel;MARK HADDON;2003;http://images.amazon.com/images/P/0385509456.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385509456.01.LZZZZZZZ.jpg;364.2101266859923;2;3.7560975609756095
0385511612;Bleachers;Bleachers;John Grisham;2003;http://images.amazon.com/images/P/0385511612.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385511612.01.LZZZZZZZ.jpg;99.84816765054822;4;3.2582781456953644
0385730586;Sisterhood of the Traveling Pants;Sisterhood of the Traveling Pants;ANN BRASHARES;2003;http://images.amazon.com/images/P/0385730586.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg;130.86198363178374;9;3.8692307692307693
0425164403;Only Love (Magical Love);Only Love (Magical Love);Erich Segal;1998;http://images.amazon.com/images/P/0425164403.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0425164403.01.LZZZZZZZ.jpg;231.26546438774398;5;2.176470588235294
0440234964;All or Nothing (Wheeler Large Print Books);All or Nothing (Wheeler Large Print Books);Elizabeth Adler;2000;http://images.amazon.com/images/P/0440234964.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440234964.01.LZZZZZZZ.jpg;467.5769747094366;1;0.0
0446605484;Roses Are Red (Alex Cross Novels);Roses Are Red (Alex Cross Novels);James Patterson;2001;http://images.amazon.com/images/P/0446605484.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446605484.01.LZZZZZZZ.jpg;42.68881944722614;7;3.0
0446610399;The Rescue;The Rescue;Nicholas Sparks;2001;http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg;317.1997673647812;5;3.3846153846153846
0449006522;Manhattan Hunt Club;Manhattan Hunt Club;JOHN SAUL;2002;http://images.amazon.com/images/P/0449006522.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449006522.01.LZZZZZZZ.jpg;360.93922214797317;9;3.5045045045045047
0449911004;Patty Jane's House of Curl (Ballantine Reader's Circle);Patty Jane's House of Curl (Ballantine Reader's Circle);LORNA LANDVIK;1996;http://images.amazon.com/images/P/0449911004.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449911004.01.LZZZZZZZ.jpg;36.09228149931487;7;3.2658227848101267
0451162072;Pet Sematary;Pet Sematary;Stephen King;1994;http://images.amazon.com/images/P/0451162072.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451162072.01.LZZZZZZZ.jpg;49.81797151250766;4;2.838235294117647
0451186648;Silent Snow;Silent Snow;Steve Thayer;2000;http://images.amazon.com/images/P/0451186648.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451186648.01.LZZZZZZZ.jpg;498.4421604651408;3;2.6315789473684212
0452282152;Girl with a Pearl Earring;Girl with a Pearl Earring;Tracy Chevalier;2001;http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg;457.4974942894137;6;4.218631178707224
051513290X;Summer of Storms;Summer of Storms;Judith Kelman;2002;http://images.amazon.com/images/P/051513290X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/051513290X.01.LZZZZZZZ.jpg;285.9451408107798;2;2.3
0553580388;The Patient;The Patient;Michael Palmer;2001;http://images.amazon.com/images/P/0553580388.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553580388.01.LZZZZZZZ.jpg;287.12837959259764;4;2.2459016393442623
0590598848;Demona's Revenge (Gargoyles, No. 2);Demona's Revenge (Gargoyles, No. 2);Francine Hughes;1995;http://images.amazon.com/images/P/0590598848.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0590598848.01.LZZZZZZZ.jpg;277.58441034392376;3;0.0
0590629719;Clifford's Sports Day;Clifford's Sports Day;Norman Bridwell;1996;http://images.amazon.com/images/P/0590629719.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0590629719.01.LZZZZZZZ.jpg;357.7381860005032;6;3.1666666666666665
0671023616;Postmortem (Kay Scarpetta Mysteries (Paperback));Postmortem (Kay Scarpetta Mysteries (Paperback));Patricia Cornwell;1998;http://images.amazon.com/images/P/0671023616.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671023616.01.LZZZZZZZ.jpg;285.0823241645245;8;3.9135802469135803
0671027387;Deception Point;Deception Point;Dan Brown;2002;http://images.amazon.com/images/P/0671027387.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671027387.01.LZZZZZZZ.jpg;450.93909903312124;1;2.8623481781376516
0684848783;Tis : A Memoir;Tis : A Memoir;Frank McCourt;1999;http://images.amazon.com/images/P/0684848783.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg;418.0081859724603;8;3.160919540229885
0786863986;A Monk Swimming;A Monk Swimming;Malachy McCourt;1998;http://images.amazon.com/images/P/0786863986.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786863986.01.LZZZZZZZ.jpg;244.61914786012568;2;2.3823529411764706
0803251718;Crazy Horse;Crazy Horse;Mari Sandoz;1961;http://images.amazon.com/images/P/0803251718.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0803251718.01.LZZZZZZZ.jpg;81.3391803050172;6;1.25
0804117934;The Silent Cry (William Monk Novels (Paperback));The Silent Cry (William Monk Novels (Paperback));Anne Perry;1998;http://images.amazon.com/images/P/0804117934.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0804117934.01.LZZZZZZZ.jpg;328.0708306131595;6;1.4761904761904763
140003180X;The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency);The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency);ALEXANDER MCCALL SMITH;2004;http://images.amazon.com/images/P/140003180X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/140003180X.01.LZZZZZZZ.jpg;390.81702491051055;1;3.293103448275862
155874262X;Chicken Soup for the Soul (Chicken Soup for the Soul);Chicken Soup for the Soul (Chicken Soup for the Soul);Jack Canfield;1993;http://images.amazon.com/images/P/155874262X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/155874262X.01.LZZZZZZZ.jpg;311.99261016343024;5;3.575609756097561
0060987103;Wicked: The Life and Times of the Wicked Witch of the West;Wicked: The Life and Times of the Wicked Witch of the West;Gregory Maguire;1996;http://images.amazon.com/images/P/0060987103.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060987103.01.LZZZZZZZ.jpg;230.53379768995492;8;3.766871165644172
0151008116;Life of Pi;Life of Pi;Yann Martel;2002;http://images.amazon.com/images/P/0151008116.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0151008116.01.LZZZZZZZ.jpg;121.33679994869695;3;4.5
0375704965;A Judgement in Stone;A Judgement in Stone;Ruth Rendell;2000;http://images.amazon.com/images/P/0375704965.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375704965.01.LZZZZZZZ.jpg;188.4308710100519;8;3.0588235294117645
0525947647;Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right;Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right;Al Franken;2003;http://images.amazon.com/images/P/0525947647.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg;430.2732375273495;7;3.9160839160839163
0804111359;Secret History;Secret History;DONNA TARTT;1993;http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg;428.729477415505;3;2.9940119760479043
1558744150;Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper));Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper));Jack Canfield;1996;http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg;317.3263620479988;0;3.697841726618705
0435272683;Great Expectations (Heinemann Guided Readers);Great Expectations (Heinemann Guided Readers);John Milne;1995;http://images.amazon.com/images/P/0435272683.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg;160.27919432713378;6;7.0
0316782505;The Weight of Water;The Weight of Water;Anita Shreve;2001;http://images.amazon.com/images/P/0316782505.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg;405.12121351875567;8;3.0256410256410255
006102063X;Moving Pictures (Discworld Novels (Paperback));Moving Pictures (Discworld Novels (Paperback));Terry Pratchett;2002;http://images.amazon.com/images/P/006102063X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg;238.18943135133424;2;3.9473684210526314
0060013117;Night Watch;Night Watch;Terry Pratchett;2002;http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg;117.10736325214243;6;3.533333333333333
0060199563;Thief of Time;Thief of Time;Terry Pratchett;2001;http://images.amazon.com/images/P/0060199563.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg;174.98042365543304;2;1.8235294117647058
006052779X;Charlotte's Web Book and Charm (Charming Classics);Charlotte's Web Book and Charm (Charming Classics);E. B. White;2003;http://images.amazon.com/images/P/006052779X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg;419.15577213445;0;0.0
0060563079;Peter Pan: The Original Story (Peter Pan);Peter Pan: The Original Story (Peter Pan);J. M. Barrie;2003;http://images.amazon.com/images/P/0060563079.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg;1.3254157525154353;8;3.727272727272727
0060809027;My Friend Flicka;My Friend Flicka;Mary O'Hara;1988;http://images.amazon.com/images/P/0060809027.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg;308.0189893348605;7;1.0
0061040967;The Last Hero : A Discworld Fable (Discworld Novels (Hardcover));The Last Hero : A Discworld Fable (Discworld Novels (Hardcover));Terry Pratchett;2001;http://images.amazon.com/images/P/0061040967.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg;144.50085891457803;6;5.0
0061050474;Jingo: A Discworld Novel (Discworld Series/Terry Pratchett);Jingo: A Discworld Novel (Discworld Series/Terry Pratchett);Terry Pratchett;1998;http://images.amazon.com/images/P/0061050474.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg;388.22762069105653;1;2.6666666666666665
0061052515;Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).);Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).);Terry Pratchett;1997;http://images.amazon.com/images/P/0061052515.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg;460.19630849280554;9;2.5714285714285716
0061052523;Interesting Times: A Novel of Discworld;Interesting Times: A Novel of Discworld;Terry Pratchett;1997;http://images.amazon.com/images/P/0061052523.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg;454.86177026756883;4;3.8
0064472264;On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson;On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson;Louise Rennison;2002;http://images.amazon.com/images/P/0064472264.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg;49.345540738900795;4;3.3333333333333335
0140620664;Mansfield Park (Penguin Popular Classics);Mansfield Park (Penguin Popular Classics);Jane Austen;1994;http://images.amazon.com/images/P/0140620664.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg;245.22026959362276;8;4.476190476190476
0312148267;The Wind in the Willows;The Wind in the Willows;Kenneth Grahame;1996;http://images.amazon.com/images/P/0312148267.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg;174.7192686865122;9;0.0
0312156960;The Winter King: A Novel of Arthur (The Warlord Chronicles: I);The Winter King: A Novel of Arthur (The Warlord Chronicles: I);Bernard Cornwell;1997;http://images.amazon.com/images/P/0312156960.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg;358.5631167381148;6;2.8
0312890044;Moonheart (Newford);Moonheart (Newford);Charles de Lint;1994;http://images.amazon.com/images/P/0312890044.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg;258.09350619612627;8;4.16
034543191X;The King of Elfland's Daughter (Del Rey Impact);The King of Elfland's Daughter (Del Rey Impact);Edward John Moreton Drax Plunkett Dunsany;1999;http://images.amazon.com/images/P/034543191X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg;322.45458502741207;7;4.0
0373836023;Powder and Patch;Powder and Patch;Georgette Heyer;2004;http://images.amazon.com/images/P/0373836023.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg;390.1815634585772;9;7.333333333333333
0375751513;The Picture of Dorian Gray (Modern Library (Paperback));The Picture of Dorian Gray (Modern Library (Paperback));OSCAR WILDE;1998;http://images.amazon.com/images/P/0375751513.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg;215.98648517032453;2;2.576923076923077
0375801677;The Iron Giant;The Iron Giant;Ted Hughes;1999;http://images.amazon.com/images/P/0375801677.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg;123.48558212236271;6;0.0
0375814248;James and the Giant Peach;James and the Giant Peach;ROALD DAHL;2002;http://images.amazon.com/images/P/0375814248.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg;36.60056592167915;0;0.0
0375823352;The Amber Spyglass (His Dark Materials, Book 3);The Amber Spyglass (His Dark Materials, Book 3);PHILIP PULLMAN;2002;http://images.amazon.com/images/P/0375823352.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg;143.74597399104343;6;3.2222222222222223
037582345X;The Golden Compass (His Dark Materials, Book 1);The Golden Compass (His Dark Materials, Book 1);PHILIP PULLMAN;2002;http://images.amazon.com/images/P/037582345X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg;75.78179580062134;3;4.235294117647059
0375823468;The Subtle Knife (His Dark Materials, Book 2);The Subtle Knife (His Dark Materials, Book 2);PHILIP PULLMAN;2002;http://images.amazon.com/images/P/0375823468.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg;267.000167106796;5;2.7142857142857144
0380730448;The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole;The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole;Sue Townsend;1997;http://images.amazon.com/images/P/0380730448.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg;116.4317239453917;3;5.578947368421052
0380973839;Martian Chronicles;Martian Chronicles;Ray Bradbury;1997;http://images.amazon.com/images/P/0380973839.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg;441.86729086133835;3;9.5
0385327773;The Great God Pan;The Great God Pan;Donna Jo Napoli;2003;http://images.amazon.com/images/P/0385327773.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg;148.76503726731193;1;0.0
0394586239;Possession: A Romance;Possession: A Romance;A. S. Byatt;1990;http://images.amazon.com/images/P/0394586239.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0394586239.01.LZZZZZZZ.jpg;472.1185416098734;7;3.2
0439510112;Born Confused;Born Confused;Tanuja Desai Hidier;2003;http://images.amazon.com/images/P/0439510112.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg;222.9029968752111;5;2.625
0440241413;Confessions of a Shopaholic;Confessions of a Shopaholic;SOPHIE KINSELLA;2003;http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg;256.60231025202654;3;3.817073170731707
0451409256;Making Minty Malone;Making Minty Malone;Isabel Wolff;2000;http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg;400.73297421838834;3;3.116279069767442
0451523415;Little Women (Signet Classic);Little Women (Signet Classic);Louisa May Alcott;1988;http://images.amazon.com/images/P/0451523415.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg;27.22769570483019;7;4.625
0451526279;Emma (Signet Classics (Paperback));Emma (Signet Classics (Paperback));Jane Austen;1996;http://images.amazon.com/images/P/0451526279.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg;92.36245705625618;0;1.9
0451526341;Animal Farm;Animal Farm;George Orwell;2004;http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg;282.48793882966595;2;4.695121951219512
0486415864;Great Expectations (Dover Thrift Editions);Great Expectations (Dover Thrift Editions);Charles Dickens;2001;http://images.amazon.com/images/P/0486415864.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg;342.33702283665224;7;4.333333333333333
0553280589;Eva Luna;Eva Luna;Isabel Allende;1989;http://images.amazon.com/images/P/0553280589.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0553280589.01.LZZZZZZZ.jpg;483.3679942724517;4;3.0
0571197639;Poisonwood Bible Edition Uk;Poisonwood Bible Edition Uk;Barbara Kingsolver;0;http://images.amazon.com/images/P/0571197639.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0571197639.01.LZZZZZZZ.jpg;268.6482054771877;0;4.5
0670035262;The Green Man : Tales from the Mythic Forest;The Green Man : Tales from the Mythic Forest;Ellen Datlow;2002;http://images.amazon.com/images/P/0670035262.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg;438.1274406639276;2;0.0
0679423079;Nicholas Nickleby (Everyman's Library);Nicholas Nickleby (Everyman's Library);Charles Dickens;1993;http://images.amazon.com/images/P/0679423079.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg;1.9265144237773368;7;0.0
0684833395;Catch 22;Catch 22;Joseph Heller;1996;http://images.amazon.com/images/P/0684833395.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684833395.01.MZZZZZZZ.jpg;128.34275902954136;5;4.037037037037037
0743245024;The Forsyte Saga : The Man of Property and In Chancery;The Forsyte Saga : The Man of Property and In Chancery;John Galsworthy;2002;http://images.amazon.com/images/P/0743245024.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg;477.50718817157843;2;1.7272727272727273
0749748001;The Enchanted Wood;The Enchanted Wood;Enid Blyton;2002;http://images.amazon.com/images/P/0749748001.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg;148.512422365363;6;2.3333333333333335
0749748028;The Folk of the Faraway Tree;The Folk of the Faraway Tree;Enid Blyton;2002;http://images.amazon.com/images/P/0749748028.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg;320.42103223464073;6;4.0
0963094424;Angels and Visitations: A Miscellany;Angels and Visitations: A Miscellany;Neil Gaiman;1993;http://images.amazon.com/images/P/0963094424.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg;499.49758424036395;8;3.0
1401201172;League of Extraordinary Gentlemen, Vol. 2 (Comic);League of Extraordinary Gentlemen, Vol. 2 (Comic);Alan Moore;2003;http://images.amazon.com/images/P/1401201172.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg;320.7802691247346;0;6.0
1563892278;Preludes and Nocturnes (Sandman, Book 1);Preludes and Nocturnes (Sandman, Book 1);Neil Gaiman;1998;http://images.amazon.com/images/P/1563892278.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg;116.59918119963758;3;4.5
1563898586;The League of Extraordinary Gentlemen, Vol. 1;The League of Extraordinary Gentlemen, Vol. 1;Alan Moore;2002;http://images.amazon.com/images/P/1563898586.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1563898586.01.LZZZZZZZ.jpg;137.47885451784143;1;3.6451612903225805
156971620X;Harlequin Valentine;Harlequin Valentine;Neil Gaiman;2002;http://images.amazon.com/images/P/156971620X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/156971620X.01.LZZZZZZZ.jpg;271.36057386713304;2;6.8
1592571301;Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours);Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours);Trudy Suggs;2003;http://images.amazon.com/images/P/1592571301.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1592571301.01.LZZZZZZZ.jpg;117.95642376488414;3;0.0
0374270325;A Man in Full;A Man in Full;Tom Wolfe;1998;http://images.amazon.com/images/P/0374270325.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0374270325.01.MZZZZZZZ.jpg;204.38907196824064;9;2.9206349206349205
0375719180;The Miracle Life of Edgar Mint: A Novel;The Miracle Life of Edgar Mint: A Novel;Brady Udall;2002;http://images.amazon.com/images/P/0375719180.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg;67.32364979629496;9;3.220779220779221
